chromosome	start	end	name	enhancer_activity	predicted_tissue_activity
16	6923380	6923543	2xHAR.300	No	N/A
16	7161102	7161343	ANC739	No	N/A
16	7174842	7174960	HAR135	No	N/A
16	7277412	7277522	2xHAR.128	Yes	brain;neural_tube
16	7284771	7285055	HACNS_177	No	N/A
16	7359838	7359979	2xHAR.505;ANC219	No	N/A
16	7445671	7445837	2xHAR.437	Yes	brain
16	7472518	7472583	2xHAR.17	No	N/A
16	7842499	7842607	ANC221	No	N/A
16	8030037	8030429	ANC750	No	N/A
16	8341428	8341453	2xHAR.204	No	N/A
16	8408003	8408025	2xHAR.551	No	N/A
16	8483315	8483597	HACNS_705	No	N/A
16	9516640	9516713	2xHAR.469	No	N/A
16	13577190	13577206	2xHAR.216	No	N/A
16	16538004	16538311	ANC719	No	N/A
16	17853328	17853546	HACNS_345;ANC720	Yes	limb
16	17944578	17944875	HACNS_976	Yes	brain
16	18025366	18025531	ANC721	No	N/A
16	18361285	18361593	ANC214	No	N/A
16	19621912	19622037	HACNS_881	No	N/A
16	20247913	20248310	HACNS_99	No	N/A
16	24444974	24445152	HACNS_911	No	N/A
16	25530501	25530657	HACNS_211	No	N/A
16	25847645	25848116	ANC722	No	N/A
16	31693118	31693231	ANC215	No	N/A
16	34338427	34338660	ANC417	No	N/A
16	48368381	48368543	ANC723	No	N/A
16	48722595	48722766	HACNS_228	No	N/A
16	48879497	48879658	HACNS_181	No	N/A
16	51053172	51053411	HACNS_753	No	N/A
16	51101635	51101753	ANC724	No	N/A
16	51136465	51136682	ANC725	No	N/A
16	52557593	52558226	HACNS_136	Yes	other
16	52602921	52603255	HACNS_795	Yes	other
16	52631953	52631981	2xHAR.559	Yes	brain
16	54162238	54162775	ANC395;2xHAR.371	Yes	other
16	54260361	54260860	ANC726	No	N/A
16	54748042	54748503	HACNS_527	No	N/A
16	56823706	56823728	2xHAR.369	No	N/A
16	59178444	59178638	ANC728	No	N/A
16	61105957	61106212	HACNS_298	No	N/A
16	61494743	61495050	HACNS_956	No	N/A
16	61499507	61499825	HACNS_390;2xHAR.191	No	N/A
16	61549957	61550181	HACNS_234	No	N/A
16	61598492	61598646	ANC729	No	N/A
16	61602751	61603231	HACNS_444	No	N/A
16	62083702	62083939	HACNS_152	No	N/A
16	62734554	62734960	ANC731	No	N/A
16	62943298	62943793	ANC732	No	N/A
16	62983906	62984264	HACNS_260	Yes	other
16	63167093	63167486	ANC733	No	N/A
16	63362266	63362443	HACNS_72	No	N/A
16	63850349	63850448	HAR51	No	N/A
16	64015392	64015780	ANC734	Yes	brain
16	64347007	64347138	HACNS_968	No	N/A
16	64598893	64599122	HACNS_653	No	N/A
16	65178840	65179196	ANC735	No	N/A
16	65257692	65257877	ANC736	No	N/A
16	65855149	65855351	HACNS_478	No	N/A
16	67448124	67448147	2xHAR.203	No	N/A
16	68541826	68542008	HACNS_290;ANC738	No	N/A
16	68690687	68690723	2xHAR.364	No	N/A
16	68988894	68989216	HACNS_714	Yes	brain
16	72201304	72201458	HACNS_618;2xHAR.299	Yes	other
16	72645923	72646109	ANC740	No	N/A
16	72667680	72668020	ANC741;HACNS_405;2xHAR.529;HAR148	Yes	other
16	73129256	73129719	ANC218;2xHAR.93;HAR4	Yes	brain;limb
16	73516670	73516824	HAR108	Yes	brain;neural_tube
16	73538973	73539095	2xHAR.524;HAR32	Yes	other
16	73559607	73559772	HACNS_933	Yes	other
16	73573697	73573817	HACNS_682	No	N/A
16	73657246	73657645	ANC742	No	N/A
16	73851858	73851996	HAR200	No	N/A
16	73865124	73865162	2xHAR.403	No	N/A
16	76962174	76962441	HACNS_65	No	N/A
16	77019154	77019345	ANC743	No	N/A
16	77127332	77127484	ANC744	No	N/A
16	77637948	77638164	HACNS_846	No	N/A
16	77993488	77993523	2xHAR.194	No	N/A
16	78218430	78218683	HACNS_756	Yes	limb
16	78359145	78359604	2xHAR.383;HAR6	Yes	other
16	78517526	78517671	2xHAR.140	Yes	other
16	78838593	78838703	2xHAR.440	No	N/A
16	78925400	78925528	HAR83	No	N/A
16	78992055	78992441	ANC220;2xHAR.121;HACNS_160	No	N/A
16	79056323	79056601	ANC745	No	N/A
16	79199642	79199944	2xHAR.33	No	N/A
16	79202470	79202492	2xHAR.35	No	N/A
16	79336499	79336700	ANC746	Yes	other
16	79451656	79451669	2xHAR.99	Yes	other
16	79934248	79934397	ANC747	No	N/A
16	80079855	80080106	2xHAR.21;ANC47;HACNS_40	Yes	other
16	80155484	80156013	HACNS_563;HAR35	Yes	limb
16	80308387	80308509	ANC748	No	N/A
16	80319990	80320208	ANC749	No	N/A
16	81151100	81151139	2xHAR.131	No	N/A
16	82295096	82295341	ANC12;BUSH08_27;HACNS_44;2xHAR.117	No	N/A
16	82533224	82533547	ANC751	No	N/A
16	82826380	82826400	2xHAR.312	No	N/A
16	82843103	82843561	HACNS_900;HAR87	No	N/A
16	82974294	82974320	2xHAR.84	No	N/A
16	83360774	83360816	2xHAR.546	No	N/A
16	89459369	89460120	ANC418	No	N/A
16	89647507	89647643	ANC752	No	N/A
17	6004	6172	ANC769	No	N/A
17	597337	597546	HACNS_470	No	N/A
17	2141663	2142105	ANC396;HACNS_429;2xHAR.123	Yes	other
17	2202961	2203098	2xHAR.53	No	N/A
17	2203104	2203332	2xHAR.214	No	N/A
17	3417220	3417243	2xHAR.275	No	N/A
17	5264488	5264711	2xHAR.517	No	N/A
17	5667595	5667621	2xHAR.401	No	N/A
17	5958064	5958197	HACNS_613	No	N/A
17	6050355	6050576	HAR183	No	N/A
17	9350158	9350561	ANC775	No	N/A
17	9756232	9756625	ANC776	No	N/A
17	10883019	10883236	HACNS_784	No	N/A
17	11462045	11462136	2xHAR.450	No	N/A
17	20624303	20624904	ANC18	No	N/A
17	20642792	20643282	ANC753	No	N/A
17	31643628	31644030	HACNS_700	Yes	other
17	33235370	33235651	HACNS_344;ANC754	Yes	other
17	33920184	33920461	ANC755	No	N/A
17	34027689	34027939	HACNS_141	No	N/A
17	35396141	35396319	ANC756;HACNS_530	No	N/A
17	38799124	38799574	HACNS_807;ANC222	No	N/A
17	40530662	40530810	HACNS_918	No	N/A
17	40620289	40620465	ANC757	No	N/A
17	45196806	45197107	ANC89	No	N/A
17	45762183	45762490	ANC223	No	N/A
17	46295986	46296213	HACNS_78	No	N/A
17	46409923	46410129	ANC758	No	N/A
17	47554963	47555420	HACNS_693	No	N/A
17	49716407	49716681	HACNS_303	No	N/A
17	49829434	49829694	HACNS_299;ANC224	No	N/A
17	50251770	50251977	ANC759	No	N/A
17	51466790	51466958	HACNS_417	No	N/A
17	51649299	51649581	ANC760	No	N/A
17	52481374	52481547	ANC761	No	N/A
17	52505331	52505523	HACNS_834	No	N/A
17	52538504	52538705	ANC762;2xHAR.295	No	N/A
17	55675589	55675881	ANC763;HAR90	Yes	other
17	58077374	58077529	ANC764	No	N/A
17	59337678	59338126	HACNS_208;ANC765	Yes	limb
17	59444466	59444814	ANC766	Yes	brain;limb
17	60316103	60316255	ANC767	No	N/A
17	60318847	60319008	ANC768	No	N/A
17	62538469	62538577	HAR176	No	N/A
17	63435100	63435484	HACNS_771	Yes	limb
17	63534630	63534912	2xHAR.168;ANC770	Yes	heart
17	64395031	64395051	2xHAR.200	No	N/A
17	65423735	65423936	HACNS_206;2xHAR.545	No	N/A
17	66202280	66202382	ANC225	Yes	brain;heart;neural_tube
17	68698507	68698769	ANC771	Yes	other
17	69559985	69560198	HACNS_346	No	N/A
17	69677401	69677728	ANC772	Yes	other
17	71159174	71159467	ANC773	Yes	brain
17	71378712	71378863	ANC61	No	N/A
17	71771079	71771518	BUSH08_28	No	N/A
17	72946056	72946084	2xHAR.195	No	N/A
17	73753579	73753636	2xHAR.279	No	N/A
17	75038894	75039140	HACNS_828	No	N/A
17	75778472	75778694	HACNS_149	Yes	other
17	77924863	77925031	ANC774	Yes	brain;heart;neural_tube
18	904177	904537	ANC808	Yes	brain
18	1094514	1094719	ANC777	No	N/A
18	2160552	2161950	ANC8	No	N/A
18	5964449	5964661	HACNS_786	No	N/A
18	6363016	6363119	ANC801	No	N/A
18	7442580	7442650	2xHAR.392	No	N/A
18	8333223	8333248	2xHAR.336	No	N/A
18	10299596	10299624	2xHAR.544	Yes	limb
18	18902371	18902584	ANC778	No	N/A
18	21252213	21252713	ANC48	No	N/A
18	22622917	22623065	ANC779	Yes	brain
18	22728041	22728380	ANC780	Yes	other
18	22754684	22754959	HAR117	No	N/A
18	22873794	22874107	ANC781	No	N/A
18	23194601	23194908	ANC90	No	N/A
18	23458460	23458831	ANC782	No	N/A
18	23915443	23916424	ANC783	Yes	limb
18	25017862	25018188	ANC226	No	N/A
18	25201528	25201816	ANC227;2xHAR.562	Yes	other
18	25610014	25610036	2xHAR.475	No	N/A
18	26311661	26311685	2xHAR.67	No	N/A
18	27909022	27909128	ANC784	No	N/A
18	29829891	29829988	2xHAR.512	No	N/A
18	30351294	30351403	HAR47	Yes	brain;neural_tube
18	30627066	30627252	HACNS_312	No	N/A
18	31165208	31165691	ANC49	Yes	brain
18	34049662	34050048	HACNS_216	No	N/A
18	35294747	35294918	HAR106	Yes	other
18	35526434	35526737	HACNS_39	No	N/A
18	35564574	35565238	ANC785	Yes	brain
18	35756076	35756178	2xHAR.461	No	N/A
18	36062928	36063117	HACNS_131	No	N/A
18	36339183	36339484	HACNS_305	No	N/A
18	36545021	36545192	HAR168	Yes	other
18	36619858	36620098	HACNS_495	No	N/A
18	36685136	36685493	HACNS_772;2xHAR.339	Yes	other
18	36891317	36891978	ANC786	No	N/A
18	37151672	37151694	2xHAR.552	No	N/A
18	37254904	37255258	ANC787	Yes	limb
18	37261081	37261208	HAR199	No	N/A
18	37293654	37293774	HAR175	Yes	limb
18	37387302	37387602	ANC228	Yes	limb
18	37489757	37489916	HACNS_892	No	N/A
18	37585377	37585728	ANC788	No	N/A
18	37702335	37702633	2xHAR.436	No	N/A
18	37732893	37733050	HACNS_517	No	N/A
18	37940589	37940888	ANC789	Yes	other
18	37967451	37967656	HACNS_433	No	N/A
18	38012221	38012434	ANC790	Yes	other
18	38291749	38291913	ANC791	No	N/A
18	38435668	38435814	2xHAR.325	No	N/A
18	38918922	38919449	BUSH08_29	No	N/A
18	39364095	39364137	2xHAR.563	No	N/A
18	39459640	39459781	ANC792	No	N/A
18	39711324	39711615	ANC793	Yes	brain
18	39929358	39929629	ANC50	No	N/A
18	41605311	41605582	ANC794	No	N/A
18	41766151	41766417	ANC795	Yes	other
18	41853835	41854306	ANC229	No	N/A
18	42179187	42179204	2xHAR.209	Yes	brain;limb
18	42871845	42872636	ANC796;HAR190	Yes	brain;limb
18	43014904	43015071	HACNS_621;HAR192	No	N/A
18	44901786	44902072	ANC230	No	N/A
18	44929828	44930069	ANC797;2xHAR.166	No	N/A
18	46466558	46466641	HACNS_916	Yes	heart;limb;neural_tube
18	47092952	47092981	2xHAR.374	Yes	limb
18	48968445	48968669	HACNS_777	No	N/A
18	49139011	49139414	ANC397	No	N/A
18	49406080	49406383	HACNS_218	No	N/A
18	50095369	50095521	HACNS_267	No	N/A
18	50140922	50140940	2xHAR.171	No	N/A
18	50547654	50547833	ANC231	No	N/A
18	51028700	51029123	HACNS_969	No	N/A
18	52745792	52745943	HACNS_761	No	N/A
18	53359407	53359614	HACNS_982	No	N/A
18	53726441	53726700	HACNS_13	No	N/A
18	54067442	54067852	HACNS_654	Yes	other
18	54485706	54485722	2xHAR.207	No	N/A
18	54578345	54578361	2xHAR.11	Yes	other
18	55051565	55051761	ANC232	No	N/A
18	57020458	57020535	2xHAR.23	No	N/A
18	59069077	59069099	2xHAR.58	Yes	limb
18	59138921	59139147	ANC798;HACNS_420	Yes	brain
18	59296663	59296909	HACNS_42;2xHAR.16	No	N/A
18	62021415	62021450	2xHAR.432	No	N/A
18	63172914	63173015	HACNS_161	No	N/A
18	63331788	63332125	ANC799	No	N/A
18	64330021	64330302	ANC800	No	N/A
18	64447815	64448349	ANC233	Yes	other
18	68545407	68545636	ANC802	No	N/A
18	69333197	69333309	ANC803	No	N/A
18	69663153	69663531	ANC804	No	N/A
18	71216503	71216550	2xHAR.254	Yes	other
18	72480388	72480572	HACNS_902	No	N/A
18	72511037	72511176	HAR101	No	N/A
18	72582237	72582342	HACNS_859	Yes	brain;neural_tube
18	72613874	72614606	HACNS_593;2xHAR.310	No	N/A
18	72769537	72769947	HAR134	Yes	other
18	72872900	72873230	ANC805	Yes	other
18	73333733	73334117	HACNS_555	No	N/A
18	73767980	73768122	HACNS_479	No	N/A
18	74071797	74071887	HACNS_525	No	N/A
18	76008052	76008235	ANC806	Yes	other
18	76190067	76190551	HACNS_368;HAR42	Yes	other
18	76532348	76532585	ANC807	Yes	brain;neural_tube
19	5649676	5649857	ANC93	No	N/A
19	7561410	7561696	ANC27	No	N/A
19	13004946	13005696	ANC26	No	N/A
19	21213677	21213981	ANC809	No	N/A
19	21833910	21834130	ANC380	No	N/A
19	22269071	22269400	ANC810	No	N/A
19	23310586	23311395	ANC381	No	N/A
19	28892043	28892290	ANC811	Yes	brain
19	29352648	29352841	ANC812	No	N/A
19	30979710	30979913	ANC234	Yes	other
19	31398228	31398702	BUSH08_30;HACNS_554	Yes	other
19	31795434	31795605	HAR171	Yes	limb
19	31912411	31912806	ANC813	Yes	brain
19	32263617	32263881	ANC814	No	N/A
19	32380381	32380760	HACNS_192	No	N/A
19	32560820	32561108	ANC815	No	N/A
19	32725644	32726400	ANC235	No	N/A
19	33928145	33928535	HACNS_445	Yes	other
19	37247184	37247398	ANC816	No	N/A
19	38554096	38554292	HACNS_47;ANC91	Yes	heart;limb;neural_tube
19	42680044	42680364	ANC92	No	N/A
19	49533234	49533386	ANC4	No	N/A
19	53230107	53230497	ANC377	No	N/A
20	656389	656581	2xHAR.36	No	N/A
20	708975	709065	2xHAR.9	Yes	brain;heart;neural_tube
20	1045527	1045713	HACNS_984	No	N/A
20	4237583	4237600	2xHAR.233	No	N/A
20	5140594	5140787	ANC259	No	N/A
20	6542448	6542649	ANC261;2xHAR.292	No	N/A
20	6631662	6632045	HACNS_46;2xHAR.255	No	N/A
20	6956241	6956311	2xHAR.153	No	N/A
20	7092298	7092521	ANC932	No	N/A
20	7886155	7886178	2xHAR.162	No	N/A
20	8149635	8149822	HACNS_751	No	N/A
20	8252338	8252575	ANC933	No	N/A
20	8633306	8633528	HACNS_101;2xHAR.42	No	N/A
20	8882385	8882538	HACNS_473	Yes	limb
20	8965545	8965731	HACNS_715;ANC934	No	N/A
20	11109526	11109672	HACNS_808	No	N/A
20	11858335	11858499	2xHAR.458	No	N/A
20	12175528	12175668	HACNS_939;2xHAR.488	No	N/A
20	12877641	12877897	HACNS_200	No	N/A
20	15203727	15203910	HACNS_650	Yes	other
20	15397675	15397718	2xHAR.38	No	N/A
20	15493511	15493681	HACNS_195	Yes	other
20	15910777	15910881	ANC917	Yes	limb;neural_tube
20	16421494	16421770	ANC918	No	N/A
20	21026209	21026546	HACNS_508	Yes	other
20	21127643	21127675	2xHAR.455	No	N/A
20	21757708	21758104	HACNS_27	No	N/A
20	29930518	29930725	ANC919	No	N/A
20	30425199	30425393	ANC52;BUSH08_39;2xHAR.114	Yes	heart
20	30753252	30753274	2xHAR.445	No	N/A
20	36479495	36479673	HACNS_17;2xHAR.13	Yes	other
20	37712525	37712777	HACNS_656	No	N/A
20	38076424	38076636	HACNS_315	No	N/A
20	38169985	38170188	HACNS_957	No	N/A
20	38230561	38230972	HACNS_285	No	N/A
20	38245004	38245127	HACNS_909	No	N/A
20	38736413	38736617	ANC920	No	N/A
20	39380382	39380593	ANC921	No	N/A
20	39462482	39462708	2xHAR.92	No	N/A
20	39488233	39488273	2xHAR.225	Yes	brain
20	39825490	39825831	ANC922	No	N/A
20	39959875	39960136	ANC923	No	N/A
20	40510649	40510848	ANC924	No	N/A
20	40811158	40811347	HACNS_98	No	N/A
20	40910416	40910688	ANC100	No	N/A
20	41525538	41525884	ANC257;HACNS_193;HAR9	No	N/A
20	41741802	41742114	ANC925;HACNS_330	No	N/A
20	41953920	41953986	BUSH08_40;2xHAR.91	No	N/A
20	43459995	43460214	HACNS_333	No	N/A
20	44853809	44854118	HACNS_962	No	N/A
20	50222815	50222949	ANC926	No	N/A
20	51094091	51094474	2xHAR.337;ANC258	No	N/A
20	51620259	51620395	2xHAR.413	Yes	limb
20	51822984	51823091	ANC927	No	N/A
20	53493401	53493695	HACNS_695;ANC928	No	N/A
20	56846854	56847210	ANC929	Yes	other
20	58816019	58816177	HACNS_294	No	N/A
20	60204586	60204692	ANC260;2xHAR.46	Yes	brain;heart;neural_tube
20	60269996	60270180	ANC930	No	N/A
20	61717153	61717362	ANC931	Yes	other
20	61733446	61733630	ANC1;2xHAR.2;HAR1	Yes	brain;limb;neural_tube
21	11011418	11011657	ANC69	No	N/A
21	14607757	14607888	ANC935	No	N/A
21	15706225	15706497	HACNS_661	No	N/A
21	16066426	16066640	HACNS_204	No	N/A
21	16093056	16093388	2xHAR.430;ANC936	No	N/A
21	16247227	16247410	ANC937	No	N/A
21	17828743	17828823	2xHAR.65	Yes	brain;neural_tube
21	18137382	18137680	ANC938	No	N/A
21	18215634	18215851	ANC262;2xHAR.98	Yes	brain;limb
21	19398742	19398834	2xHAR.6	Yes	other
21	19475166	19475299	ANC939	No	N/A
21	19722097	19722403	ANC940	Yes	other
21	21700270	21700289	2xHAR.318	No	N/A
21	21946680	21946898	HACNS_440;2xHAR.352	No	N/A
21	22365769	22365861	2xHAR.72	No	N/A
21	27213884	27214049	ANC941	No	N/A
21	27626508	27626572	BUSH08_41	No	N/A
21	28048616	28048730	ANC101	No	N/A
21	30238181	30238308	ANC942	No	N/A
21	30238635	30239668	ANC943	No	N/A
21	30429195	30429325	ANC944	No	N/A
21	30752489	30752806	ANC263	No	N/A
21	30930720	30930940	HACNS_814	No	N/A
21	31029348	31029555	ANC264	Yes	heart
21	32458054	32458084	2xHAR.88	No	N/A
21	34559934	34560096	ANC265	No	N/A
21	35467109	35467184	2xHAR.113	No	N/A
21	36173491	36173801	ANC945	No	N/A
21	39235847	39235886	2xHAR.222	Yes	brain;neural_tube
21	46096219	46096503	ANC102	No	N/A
21	46096900	46097077	ANC946	No	N/A
22	16158331	16158489	ANC21	No	N/A
22	27210632	27210802	HACNS_552;ANC947;2xHAR.245	Yes	other
22	32811932	32811991	2xHAR.500	No	N/A
22	34360462	34360697	ANC266	No	N/A
22	36168924	36169092	HACNS_930	No	N/A
22	36985968	36985989	2xHAR.358	Yes	other
22	38549322	38549487	ANC948	Yes	brain
22	42714263	42714365	HAR116	Yes	other
22	43400516	43400688	HACNS_496	Yes	heart
22	47241184	47241373	HACNS_217;HAR33;2xHAR.186	Yes	other
22	49354866	49355233	HACNS_384	No	N/A
22	49497313	49497599	HACNS_652;HAR72	No	N/A
